dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,2,0.347,2.1531127624511717,0.2732402729274492,0,0,0.0,0.0,0.0,4.383300000000645,4070800,228.34220000000016,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,3,0.546,2.055038879394531,0.47582114521305596,0,0,0.0,0.0,0.0,4.191800000000967,4070800,227.77750000000196,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,4,0.648,1.9448182067871094,0.583985899319967,0,0,0.0,0.0,0.0,3.904099999999744,4070800,230.69540000000188,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,5,0.697,1.8259151306152344,0.6366017503581199,0,0,0.0,0.0,0.0,4.518999999998385,4070800,221.17270000000033,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,6,0.692,1.7038494262695312,0.6352889936520816,0,0,0.0,0.0,0.0,4.031499999999966,4070800,228.1197999999982,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,7,0.718,1.5805531311035157,0.6634226934219482,0,0,0.0,0.0,0.0,4.257100000000236,4070800,248.0045000000004,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,8,0.735,1.459656036376953,0.6841269804828667,0,0,0.0,0.0,0.0,4.296300000000031,4070800,262.80660000000114,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,9,0.752,1.3493771057128907,0.7005782252520405,0,0,0.0,0.0,0.0,4.270100000002941,4070800,218.27610000000064,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,10,0.763,1.2519510192871093,0.7170622879541313,0,0,0.0,0.0,0.0,4.229699999999781,4070800,221.74530000000203,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,1,0.142,2.261131103515625,0.049435767807168005,0,0,0.0,0.0,0.0,3.8569999999999993,4070800,239.22499999999758,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,2,0.145,2.210443176269531,0.0527885424707478,0,0,0.0,0.0,0.0,4.277199999997094,4070800,237.23790000000022,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,3,0.168,2.152890411376953,0.08839267961044198,0,0,0.0,0.0,0.0,4.091200000001294,4070800,222.67220000000165,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,4,0.291,2.086079833984375,0.22169541583583205,0,0,0.0,0.0,0.0,4.125599999998286,4070800,227.84850000000034,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,5,0.412,2.011902618408203,0.3351436407880842,0,0,0.0,0.0,0.0,4.625599999997121,4070800,217.50139999999973,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,6,0.476,1.9341060791015625,0.3759936653490321,0,0,0.0,0.0,0.0,4.029200000001509,4070800,220.51630000000344,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,7,0.508,1.8496793212890625,0.39517088313385057,0,0,0.0,0.0,0.0,4.181699999996624,4070800,215.66500000000133,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,8,0.528,1.765332275390625,0.4072008320211425,0,0,0.0,0.0,0.0,4.002499999998577,4070800,221.15949999999884,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,9,0.559,1.6814596557617187,0.4447231879829768,0,0,0.0,0.0,0.0,4.2669999999986885,4070800,205.10970000000128,2026
mnist,mlp,trimmed_mean,label_flip,0.2,0.5,10,0.588,1.59818798828125,0.48653311128069276,0,0,0.0,0.0,0.0,3.946399999996686,4070800,212.31800000000334,2026
mnist,mlp,trimmed_mean,sign_flip,0.0,0.5,1,0.191,2.2383598022460935,0.1156035723722427,0,0,0.0,0.0,0.0,3.9704000000000406,4070800,207.62329999999452,2026
mnist,mlp,trimmed_mean,sign_flip,0.0,0.5,2,0.347,2.1531127624511717,0.2732402729274492,0,0,0.0,0.0,0.0,4.073699999999292,4070800,205.59790000000078,2026
mnist,mlp,trimmed_mean,sign_flip,0.0,0.5,3,0.546,2.055038879394531,0.47582114521305596,0,0,0.0,0.0,0.0,4.201600000001804,4070800,201.7226999999977,2026
