dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,9,0.095,2.2896954345703127,0.017351598173515982,0,0,0.0,0.0,0.0,0.2959999999987417,4234640,506.1298999999977,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,10,0.095,2.2628782958984375,0.017351598173515982,0,0,0.0,0.0,0.0,0.34430000000185146,4234640,483.409800000004,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,11,0.095,2.247509094238281,0.017351598173515982,0,0,0.0,0.0,0.0,0.3029000000012161,4234640,445.9339,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,12,0.175,2.2001451416015625,0.10595652173913044,0,0,0.0,0.0,0.0,0.30970000000252185,4234640,439.7790000000015,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,13,0.1,2.176091522216797,0.01818181818181818,0,0,0.0,0.0,0.0,0.30999999999892225,4234640,502.3932000000002,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,14,0.322,2.0864695129394533,0.225987650909113,0,0,0.0,0.0,0.0,0.42050000000415366,4234640,469.2316000000005,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,15,0.298,2.0250967712402344,0.19832020851173565,0,0,0.0,0.0,0.0,0.2998000000005163,4234640,429.6796999999941,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,16,0.224,1.9875766296386719,0.15193415128354232,0,0,0.0,0.0,0.0,0.2970000000033224,4234640,430.2927999999966,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,17,0.458,1.8231366882324218,0.3833014475962791,0,0,0.0,0.0,0.0,0.38839999999851216,4234640,430.45180000000016,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,18,0.467,1.7302051391601563,0.41000987406658707,0,0,0.0,0.0,0.0,0.28749999999888587,4234640,433.93939999999986,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,19,0.527,1.6345118408203125,0.4962637075040391,0,0,0.0,0.0,0.0,0.3085000000027094,4234640,443.7443999999999,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,20,0.584,1.5078919677734375,0.5473366163133829,0,0,0.0,0.0,0.0,0.30109999999439196,4234640,430.0362999999976,2131,32,600,0,0,0
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,1,0.09,2.3035250244140624,0.02599752451869784,0,2,0.0,0.25,19.666100000002018,12.404799999998772,4239760,475.45190000000304,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,2,0.105,2.302299560546875,0.04435834527978213,0,2,0.0,0.25,19.174500000005423,12.125400000002173,4239760,480.8873999999932,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,3,0.103,2.30111181640625,0.04208039174063921,0,2,0.0,0.25,18.821499999994273,11.402400000001478,4239760,479.61289999999934,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,4,0.1,2.3001599731445315,0.02558631543119804,0,2,0.0,0.25,20.671799999995244,11.929100000003245,4239760,471.9808000000043,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,5,0.131,2.2995816040039063,0.047464376529290406,0,2,0.0,0.25,20.28490000000005,12.192800000001114,4239760,464.4301000000013,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,6,0.116,2.3001990356445314,0.02078853046594982,0,2,0.0,0.25,18.775400000002662,10.93529999999987,4239760,473.747000000003,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,7,0.116,2.3027142333984374,0.02078853046594982,0,2,0.0,0.25,18.77149999999972,12.185099999996396,4239760,459.0348999999989,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,8,0.116,2.309330322265625,0.02078853046594982,0,2,0.0,0.25,19.393700000009062,10.53860000000384,4239760,468.1800999999979,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,9,0.116,2.3233101806640626,0.02078853046594982,0,2,0.0,0.25,19.480599999994297,12.172000000006733,4239760,460.7575999999938,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,10,0.116,2.3318004760742186,0.02078853046594982,0,2,0.0,0.25,19.779700000000844,11.129499999995573,4239760,466.33249999999293,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,11,0.116,2.334034423828125,0.02078853046594982,0,2,0.0,0.25,21.57360000001063,12.562500000001364,4239760,478.1356999999957,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,12,0.095,2.324383544921875,0.017351598173515982,0,2,0.0,0.25,18.948600000001647,12.120600000002923,4239760,467.3160999999908,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,13,0.1,2.331326416015625,0.01818181818181818,0,2,0.0,0.25,18.838299999998753,12.145500000002585,4239760,466.5005000000093,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,14,0.1,2.305417785644531,0.01818181818181818,0,2,0.0,0.25,19.474299999998834,11.702199999987783,4239760,464.7654999999986,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,15,0.194,2.2603181762695312,0.10396906424361321,1,1,0.5,0.125,19.046799999998143,11.144000000001597,4239760,470.22280000000194,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,16,0.213,2.266810302734375,0.15135241436898808,0,2,0.0,0.25,17.582300000000828,12.075699999996914,4239760,471.9534999999979,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,17,0.249,2.192078186035156,0.13993412384716733,1,1,0.5,0.125,20.879100000001927,10.993900000002554,4239760,471.4826999999957,2131,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,label_flip_pairwise,0.2,0.5,18,0.27,2.1385107421875,0.14503180743136507,1,1,0.5,0.125,16.933499999993273,11.415200000001846,4239760,462.8393999999929,2131,32,600,46800,69120,1440
