dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,6,0.181,2.287137939453125,0.09524989239083648,0,0,0.0,0.0,0.0,3.6628999999948064,4234640,387.98140000000103,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,1,0.162,2.293962646484375,0.08050458014489356,0,0,0.0,0.0,0.0,3.5499999999970555,4234640,392.55380000000173,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,2,0.269,2.2794201049804688,0.1402751068474924,0,0,0.0,0.0,0.0,3.4381999999979485,4234640,396.2550000000036,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,3,0.336,2.2595325927734375,0.19267306463026243,0,0,0.0,0.0,0.0,3.2983999999984803,4234640,382.4405000000013,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,4,0.22,2.230152282714844,0.10552244650064466,0,0,0.0,0.0,0.0,3.384900000000357,4234640,394.3422000000041,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,5,0.371,2.1793841857910157,0.24093752582710706,0,0,0.0,0.0,0.0,3.5083000000000197,4234640,384.6825999999979,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.0,0.5,6,0.467,2.103266876220703,0.38967857058814764,0,0,0.0,0.0,0.0,3.332600000000241,4234640,395.49029999999874,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,1,0.099,2.2956795043945313,0.026810054876969375,0,0,0.0,0.0,0.0,3.396799999997313,4234640,382.99700000000314,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,2,0.228,2.2874439697265627,0.13291020698262979,0,0,0.0,0.0,0.0,3.7045999999989476,4234640,395.40720000000107,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,3,0.18,2.281498596191406,0.0951893472906404,0,0,0.0,0.0,0.0,3.511100000004319,4234640,389.7277000000017,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,4,0.145,2.282267028808594,0.06956726246472249,0,0,0.0,0.0,0.0,3.459800000001678,4234640,389.17820000000347,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,5,0.193,2.2594530029296873,0.10371064018230296,0,0,0.0,0.0,0.0,4.025099999999782,4234640,397.423400000001,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.1,0.5,6,0.26,2.2018492431640624,0.14850832825670224,0,0,0.0,0.0,0.0,4.1375000000059,4234640,382.43500000000097,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,1,0.109,2.2984005126953124,0.04149522921065122,0,0,0.0,0.0,0.0,3.5775999999998476,4234640,387.9038000000037,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,2,0.112,2.294052734375,0.027779655923672153,0,0,0.0,0.0,0.0,3.6400999999983696,4234640,389.11350000000056,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,3,0.107,2.2965248413085937,0.02133250120997529,0,0,0.0,0.0,0.0,3.2202000000012276,4234640,391.1101000000059,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,4,0.146,2.3129458618164063,0.04655434019521254,0,0,0.0,0.0,0.0,3.837799999999447,4234640,393.7281999999982,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,5,0.13,2.3257332763671874,0.05415997664574514,0,0,0.0,0.0,0.0,3.877600000002701,4234640,388.8413999999969,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.2,0.5,6,0.179,2.3122149658203126,0.10608618219311987,0,0,0.0,0.0,0.0,3.46550000000434,4234640,388.8245999999995,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,1,0.096,2.3020042724609375,0.017518248175182483,0,0,0.0,0.0,0.0,3.53359999999725,4234640,389.69529999999963,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,2,0.096,2.3029541015625,0.017518248175182483,0,0,0.0,0.0,0.0,3.473899999995922,4234640,398.2588000000007,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,3,0.156,2.3199808349609374,0.052468887996788435,0,0,0.0,0.0,0.0,3.3862999999954013,4234640,407.75030000000356,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,4,0.104,2.38715185546875,0.01908256880733945,0,0,0.0,0.0,0.0,3.5901999999978784,4234640,395.01449999999494,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,5,0.104,2.497137451171875,0.01884057971014493,0,0,0.0,0.0,0.0,3.3932999999990443,4234640,395.46210000000315,2027
mnist,tiny_cnn,trimmed_mean,sign_flip,0.3,0.5,6,0.186,2.547542236328125,0.06720251097491145,0,0,0.0,0.0,0.0,3.412900000000718,4234640,383.7475999999995,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,1,0.162,2.293962646484375,0.08050458014489356,0,0,0.0,0.0,0.0,3.5768000000047095,4234640,391.22199999999907,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,2,0.269,2.2794201049804688,0.1402751068474924,0,0,0.0,0.0,0.0,3.46169999999546,4234640,396.84489999999784,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,3,0.336,2.2595325927734375,0.19267306463026243,0,0,0.0,0.0,0.0,3.82630000000006,4234640,393.844399999999,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,4,0.22,2.230152282714844,0.10552244650064466,0,0,0.0,0.0,0.0,3.6593999999965376,4234640,385.80830000000077,2027
